"section","project_message_id","distance"
"GLX - Procurement","09b137d9-93dc-44d7-9b30-81b3773b4fdd","0.39673852920532227"
"Technical Advisor","09b137d9-93dc-44d7-9b30-81b3773b4fdd","0.38136640191078186"
"This ATC will provide the following benefits:","09b137d9-93dc-44d7-9b30-81b3773b4fdd","0.37652915716171265"
"DB Coordinator","09b137d9-93dc-44d7-9b30-81b3773b4fdd","0.375495582818985"
"4.1.H CORROSION CONTROL","09b137d9-93dc-44d7-9b30-81b3773b4fdd","0.3742442727088928"
"4.8.O APPROACH TO PROVIDING BUILDING COMMISSIONING IN COORDINATION AND UNDER MBTA MANAGEMENT","f982ac57-fe4e-457c-9f35-382dc55878d4","0.5003637075424194"
"i. Schedule Detail","f982ac57-fe4e-457c-9f35-382dc55878d4","0.5240018963813782"
"Approach to Meeting the Architectural Requirements","f982ac57-fe4e-457c-9f35-382dc55878d4","0.5166500806808472"
"ADDITIVE OPTION PROPOSAL","f982ac57-fe4e-457c-9f35-382dc55878d4","0.5117728114128113"
"3.4.D OTHER MAJOR RISKS","f982ac57-fe4e-457c-9f35-382dc55878d4","0.5107408761978149"
"3.3.D TRAINING, EDUCATION, AND OTHER MEASURES","f982ac57-fe4e-457c-9f35-382dc55878d4","0.5042855739593506"
"4.7 DRAINAGE AND STORMWATER MANAGEMENT","f982ac57-fe4e-457c-9f35-382dc55878d4","0.49836283922195435"
"Description of the Overall Approach and Technical Details of the Track Work System","f982ac57-fe4e-457c-9f35-382dc55878d4","0.49582070112228394"
"3.5.G MEASURE OF HOW MUCH WORK REMAINS TO COMPLETE AN ACCEPTABLE BASELINE SCHEDULE SUBMISSION AFTER NOTICE TO PROCEED","f982ac57-fe4e-457c-9f35-382dc55878d4","0.49377378821372986"
"Table","f982ac57-fe4e-457c-9f35-382dc55878d4","0.492745041847229"
"3.5.B  GLX CONSTRUCTORS' UNDERSTANDING OF HOW THE CRITICAL PATH METHOD WILL BE UTILIZED","f982ac57-fe4e-457c-9f35-382dc55878d4","0.4926771819591522"
"14.2.3 Payment for Schedule of Operations Fixed Price","ec41deb0-b19f-440f-9484-a6148e295804","0.5751481056213379"
"14.2.8 Payment by the MBTA","ec41deb0-b19f-440f-9484-a6148e295804","0.5475371479988098"
"14.2.2 Delivery of Partial Payment Request and Certificate","ec41deb0-b19f-440f-9484-a6148e295804","0.5381737351417542"
"14.2.1 General","ec41deb0-b19f-440f-9484-a6148e295804","0.519946813583374"
"14.2.4 Payment for Mobilization","ec41deb0-b19f-440f-9484-a6148e295804","0.5112134218215942"
"3.3.D TRAINING, EDUCATION, AND OTHER MEASURES","632a526d-7945-451c-9368-64ecd1c198b6","0.531940221786499"
"VALUE TO THE PROJECT","632a526d-7945-451c-9368-64ecd1c198b6","0.47888118028640747"
"5.4 VALUE ENGINEERING CHANGE PROPOSALS","571e3f21-83d1-4d13-967f-627e41a960aa","0.40375423431396484"
"RISK MANAGEMENT","632a526d-7945-451c-9368-64ecd1c198b6","0.473683625459671"
"3.3.A MANAGING SAFETY AND SYSTEMS ASSURANCE","632a526d-7945-451c-9368-64ecd1c198b6","0.45970767736434937"
"C. Benefits","632a526d-7945-451c-9368-64ecd1c198b6","0.44734662771224976"
"3.3.C SAFETY, SECURITY, AND EMERGENCY MANAGEMENT ANALYSIS","632a526d-7945-451c-9368-64ecd1c198b6","0.4465717375278473"
"Hazards, Threats, and Vulnerabilities Management","632a526d-7945-451c-9368-64ecd1c198b6","0.4445217251777649"
"Description of the Overall Approach and Technical Details of the Track Work System","1652d67f-14f6-4aa9-9d8c-d96b2503f425","0.5819478631019592"
"G. References to Contract Documents","1652d67f-14f6-4aa9-9d8c-d96b2503f425","0.5634266138076782"
"4.8.O APPROACH TO PROVIDING BUILDING COMMISSIONING IN COORDINATION AND UNDER MBTA MANAGEMENT","1652d67f-14f6-4aa9-9d8c-d96b2503f425","0.5633867383003235"
"4. TECHNICAL SOLUTIONS QUALITATIVE EVALUATION CRITERIA INFORMATION","1652d67f-14f6-4aa9-9d8c-d96b2503f425","0.5606577396392822"
"Approach to Meeting the Architectural Requirements","1652d67f-14f6-4aa9-9d8c-d96b2503f425","0.5566949248313904"
"B. References to Contract Documents","1652d67f-14f6-4aa9-9d8c-d96b2503f425","0.5525352358818054"
"Description of the Overall Approach and Technical Details of the OCS","1652d67f-14f6-4aa9-9d8c-d96b2503f425","0.5427905321121216"
"SECTION 5. PROJECT DESIGN","571e3f21-83d1-4d13-967f-627e41a960aa","0.49595171213150024"
"2.1 GENERAL PROJECT DESCRIPTION","571e3f21-83d1-4d13-967f-627e41a960aa","0.415324866771698"
"Execution Version","571e3f21-83d1-4d13-967f-627e41a960aa","0.39638274908065796"
"2.8 DB ENTITY OBLIGATIONS","571e3f21-83d1-4d13-967f-627e41a960aa","0.3681586980819702"
"27.5 DESIGNATION OF REPRESENTATIVES AND PERSONAL LIABILITY OF MBTA OFFICIALS","45f38016-5285-4522-805c-d24dd90ebb4d","0.3407764434814453"
"22.3.3 Applicability of Warranties to Re-Done Work","45f38016-5285-4522-805c-d24dd90ebb4d","0.33838894963264465"
"10.2 EQUAL EMPLOYMENT OPPORTUNITY (EEO) AND EEO CONTRACT COMPLIANCE PLAN","45f38016-5285-4522-805c-d24dd90ebb4d","0.3364497423171997"
"27.8 PATENT RIGHTS","45f38016-5285-4522-805c-d24dd90ebb4d","0.33382248878479004"
"3.3.D TRAINING, EDUCATION, AND OTHER MEASURES","aed74610-4286-4c7f-a43e-64e3cf2ea98e","0.6374491453170776"
"RISK MANAGEMENT","aed74610-4286-4c7f-a43e-64e3cf2ea98e","0.5921595096588135"
"Hazards, Threats, and Vulnerabilities Management","aed74610-4286-4c7f-a43e-64e3cf2ea98e","0.5876374840736389"
"4.8.E  APPROACH TO THE HANDLING AND MANAGEMENT OF WASTE AND CONTAMINATED MATERIALS","aed74610-4286-4c7f-a43e-64e3cf2ea98e","0.5531890988349915"
"3.3.A MANAGING SAFETY AND SYSTEMS ASSURANCE","aed74610-4286-4c7f-a43e-64e3cf2ea98e","0.5430080890655518"
"15.1.4.1 Geotechnical Work Plan","aed74610-4286-4c7f-a43e-64e3cf2ea98e","0.5367043018341064"
"4.8.F  APPROACH TO EXCAVATED SOIL MANAGEMENT","aed74610-4286-4c7f-a43e-64e3cf2ea98e","0.5362688302993774"
"10A.4 .. 3 General Provisions  in Respect of Delay Liquidated  Damages.","5d5a9013-f8fe-47f2-9849-4a1a6e37aba0","0.6617946028709412"
"10A.4.2  Milestone  Delay Liquidated  Damages.","5d5a9013-f8fe-47f2-9849-4a1a6e37aba0","0.59554123878479"
"10A.4.1  AP Delay Liquidated  Damages.","5d5a9013-f8fe-47f2-9849-4a1a6e37aba0","0.5910965204238892"
"V. CONTRACT  WORK  HOURS  AND SAFETY STANDARDS  ACT","5d5a9013-f8fe-47f2-9849-4a1a6e37aba0","0.5820971727371216"
"1:oA.4 Delay  Liquidated Damages;  Construction Payment  Adjustment and Withholding.","637e0b83-b3b4-4f2e-a2c1-5a1baac80ae7","0.5600696206092834"
"19.2.12 Limitation  on Consequential  Damages.","5d5a9013-f8fe-47f2-9849-4a1a6e37aba0","0.571349024772644"
"10A.4 .. 3 General Provisions  in Respect of Delay Liquidated  Damages.","7504d485-d1ce-4cad-bb93-ef6dc4e02db0","0.6064404249191284"
"10A.4.2  Milestone  Delay Liquidated  Damages.","7504d485-d1ce-4cad-bb93-ef6dc4e02db0","0.5676873922348022"
"10A.4.1  AP Delay Liquidated  Damages.","7504d485-d1ce-4cad-bb93-ef6dc4e02db0","0.5542124509811401"
"1:oA.4 Delay  Liquidated Damages;  Construction Payment  Adjustment and Withholding.","7504d485-d1ce-4cad-bb93-ef6dc4e02db0","0.5391377806663513"
"V. CONTRACT  WORK  HOURS  AND SAFETY STANDARDS  ACT","7504d485-d1ce-4cad-bb93-ef6dc4e02db0","0.5117509365081787"
"1. Builder's  Risk Insurance during Construction","7504d485-d1ce-4cad-bb93-ef6dc4e02db0","0.46921607851982117"
"19.2.12 Limitation  on Consequential  Damages.","7504d485-d1ce-4cad-bb93-ef6dc4e02db0","0.46880394220352173"
"(h) Pollution Insurance","e253c6de-6f95-4f2c-acf6-352760fa5d7d","0.6080172657966614"
"13. Project-Specific  Limits/  On-Project  Right of Way  Coverage","e253c6de-6f95-4f2c-acf6-352760fa5d7d","0.5877625942230225"
"12. Contractors'  Insurance","e253c6de-6f95-4f2c-acf6-352760fa5d7d","0.5812224745750427"
"15. Policy Limits From the  Effective Date Until NTP2","e253c6de-6f95-4f2c-acf6-352760fa5d7d","0.5743448734283447"
"4. Commercial  General Liability Insurance","e253c6de-6f95-4f2c-acf6-352760fa5d7d","0.5669882893562317"
"10A.4 .. 3 General Provisions  in Respect of Delay Liquidated  Damages.","637e0b83-b3b4-4f2e-a2c1-5a1baac80ae7","0.6539651155471802"
"10A.4.2  Milestone  Delay Liquidated  Damages.","637e0b83-b3b4-4f2e-a2c1-5a1baac80ae7","0.6109910011291504"
"10A.4.1  AP Delay Liquidated  Damages.","637e0b83-b3b4-4f2e-a2c1-5a1baac80ae7","0.5990258455276489"
"V. CONTRACT  WORK  HOURS  AND SAFETY STANDARDS  ACT","637e0b83-b3b4-4f2e-a2c1-5a1baac80ae7","0.5524991750717163"
"19.2.5.3  (Not Used)","637e0b83-b3b4-4f2e-a2c1-5a1baac80ae7","0.49189287424087524"
"19.2.12 Limitation  on Consequential  Damages.","637e0b83-b3b4-4f2e-a2c1-5a1baac80ae7","0.4869212806224823"
"(h) Pollution Insurance","c2129ea4-d531-4b19-aa88-4412b2cabd37","0.4326053261756897"
"BETWEEN","c2129ea4-d531-4b19-aa88-4412b2cabd37","0.41919538378715515"
"5.10 Landscaping.","c2129ea4-d531-4b19-aa88-4412b2cabd37","0.40643203258514404"
"""Key Submittal"" means:","c2129ea4-d531-4b19-aa88-4412b2cabd37","0.40609508752822876"
"19 .. 1.1.19 [Not Used)","c2129ea4-d531-4b19-aa88-4412b2cabd37","0.3959912061691284"
"SECTION 25. DOCUMENTS, RECORDS AND REPORTING","d81315f1-7a7d-4f8f-b78c-1e7585eef626","0.2813754677772522"
"25.4 RETENTION OF RECORDS","d81315f1-7a7d-4f8f-b78c-1e7585eef626","0.27393782138824463"
"22.3 WORK WARRANTY","d81315f1-7a7d-4f8f-b78c-1e7585eef626","0.2535870671272278"
"21.8 MILESTONE 3C","d81315f1-7a7d-4f8f-b78c-1e7585eef626","0.25353386998176575"
"8.7.3 Locations of Utilities","d81315f1-7a7d-4f8f-b78c-1e7585eef626","0.25206321477890015"
"SECTION 25. DOCUMENTS, RECORDS AND REPORTING","16ab3c88-ea8f-4774-91fd-102ead900753","0.3746965825557709"
"25.4 RETENTION OF RECORDS","16ab3c88-ea8f-4774-91fd-102ead900753","0.3548808693885803"
"9.3 CONSTRUCTION RECORDS AND DOCUMENTATION","16ab3c88-ea8f-4774-91fd-102ead900753","0.34910932183265686"
"9.15 HISTORIC OR ARCHEOLOGICAL RESOURCES","16ab3c88-ea8f-4774-91fd-102ead900753","0.34151726961135864"
"8.7.4 Post Utility Survey","16ab3c88-ea8f-4774-91fd-102ead900753","0.3219495415687561"
"10A.4 .. 3 General Provisions  in Respect of Delay Liquidated  Damages.","3405fa83-17ae-41f8-a4e2-095474d599a8","0.6539651155471802"
"10A.4.2  Milestone  Delay Liquidated  Damages.","3405fa83-17ae-41f8-a4e2-095474d599a8","0.6109910011291504"
"10A.4.1  AP Delay Liquidated  Damages.","3405fa83-17ae-41f8-a4e2-095474d599a8","0.5990258455276489"
"1:oA.4 Delay  Liquidated Damages;  Construction Payment  Adjustment and Withholding.","3405fa83-17ae-41f8-a4e2-095474d599a8","0.5600696206092834"
"V. CONTRACT  WORK  HOURS  AND SAFETY STANDARDS  ACT","3405fa83-17ae-41f8-a4e2-095474d599a8","0.5524991750717163"
"19.2.5.3  (Not Used)","3405fa83-17ae-41f8-a4e2-095474d599a8","0.49189287424087524"
"19.2.12 Limitation  on Consequential  Damages.","3405fa83-17ae-41f8-a4e2-095474d599a8","0.4869212806224823"
"Security  Documents","77abf97b-1a39-4e80-a319-3c92352c9b86","0.46883532404899597"
"1.5.2.4 Recovery Schedule","77abf97b-1a39-4e80-a319-3c92352c9b86","0.41290339827537537"
"1.4 Reference  Information  Documents","77abf97b-1a39-4e80-a319-3c92352c9b86","0.4109479784965515"
"EXHIBITB","77abf97b-1a39-4e80-a319-3c92352c9b86","0.4051873981952667"
"O&M PERIOD NONCOMPLIANCE  POINTS SYSTEM","77abf97b-1a39-4e80-a319-3c92352c9b86","0.40487658977508545"
"Distribution means:","77abf97b-1a39-4e80-a319-3c92352c9b86","0.40443745255470276"
"108.07 DETERMINATION AND EXTENSION OF CONTRACT TIME.","7ba53bd7-3d6f-4a66-add2-10387e6ea059","0.555114209651947"
"112.03.11  Temporary Pavement Markings.","7ba53bd7-3d6f-4a66-add2-10387e6ea059","0.4809810519218445"
"105.10.02  Hauling Within Project Limits.","7ba53bd7-3d6f-4a66-add2-10387e6ea059","0.46988382935523987"
"109.05.01  Materials on Hand.","7ba53bd7-3d6f-4a66-add2-10387e6ea059","0.4673820734024048"
"A)  Reinforced Concrete Pipe.","7ba53bd7-3d6f-4a66-add2-10387e6ea059","0.45191413164138794"
"19.1.4 Limitation on Liquidated Damages","31c068a8-1993-45c0-9cea-f9204a3d961f","0.5792357921600342"
"19.1 LIQUIDATED DAMAGES","31c068a8-1993-45c0-9cea-f9204a3d961f","0.566495418548584"
"19.1.2 Amount","31c068a8-1993-45c0-9cea-f9204a3d961f","0.5410244464874268"
"Table","31c068a8-1993-45c0-9cea-f9204a3d961f","0.5033966898918152"
"19.1.3 Payment","31c068a8-1993-45c0-9cea-f9204a3d961f","0.5029773712158203"
"Comments:","c2724444-d2fe-4d02-8889-74e3f644af33","0.4748568534851074"
"EXHIBIT  2-E","0c36713a-5600-47a0-bc16-419b5967e3d6","0.483212947845459"
"Project Debt Termination  Amount means:","0c36713a-5600-47a0-bc16-419b5967e3d6","0.4264723062515259"
"1.5 Project Management","0c36713a-5600-47a0-bc16-419b5967e3d6","0.42062366008758545"
"HAZARDOUS MATERIALS RISK ALLOCATION  TERMS","c2724444-d2fe-4d02-8889-74e3f644af33","0.4746871590614319"
"EXHIBIT  2-E","c2724444-d2fe-4d02-8889-74e3f644af33","0.47444555163383484"
"EXHIBIT  2-E","89dc1beb-9581-413f-907a-577adb01f061","0.46238505840301514"
"1.5 Project Management","89dc1beb-9581-413f-907a-577adb01f061","0.42745065689086914"
"EARTHWORK","89dc1beb-9581-413f-907a-577adb01f061","0.39070963859558105"
"EXHIBIT  2-E","641876c3-032d-462a-adf8-90699f0d07fb","0.5105969905853271"
"1.5 Project Management","641876c3-032d-462a-adf8-90699f0d07fb","0.46815750002861023"
"1.5.2 Project Administration","641876c3-032d-462a-adf8-90699f0d07fb","0.4208337068557739"
"7.5 Environmental Requirements","38c39089-6e84-40c2-949c-0b9021b66ac0","0.4773510992527008"
"""Funding Agreements"" has the meaning set forth under the PPA.","38c39089-6e84-40c2-949c-0b9021b66ac0","0.4701308608055115"
"709.04 Environmental Requirements","38c39089-6e84-40c2-949c-0b9021b66ac0","0.45677465200424194"
"10A.4 .. 3 General Provisions  in Respect of Delay Liquidated  Damages.","43919cf9-954f-4927-b20d-1ccf7ad0f6e2","0.6195834875106812"
"10A.4.2  Milestone  Delay Liquidated  Damages.","43919cf9-954f-4927-b20d-1ccf7ad0f6e2","0.5700688362121582"
"10A.4.1  AP Delay Liquidated  Damages.","43919cf9-954f-4927-b20d-1ccf7ad0f6e2","0.5684255957603455"
"17.1.7  Inadequacy  of Required Coverages","cf958ec1-c32a-4751-abbf-0c07cf1b7803","0.501122236251831"
"13. Project-Specific  Limits/  On-Project  Right of Way  Coverage","cf958ec1-c32a-4751-abbf-0c07cf1b7803","0.5007144212722778"
"(h) Pollution Insurance","cf958ec1-c32a-4751-abbf-0c07cf1b7803","0.498604416847229"
"EXHIBIT  2-E","eeab05b2-9f21-442a-8d08-e05518997c45","0.48456326127052307"
"Project Debt Termination  Amount means:","eeab05b2-9f21-442a-8d08-e05518997c45","0.44233188033103943"
"Persistent  Developer  Default  means:","eeab05b2-9f21-442a-8d08-e05518997c45","0.44062599539756775"
"10A.4 .. 3 General Provisions  in Respect of Delay Liquidated  Damages.","37724942-2d2f-489b-a5ae-d5abe16c4602","0.6195834875106812"
"10A.4.2  Milestone  Delay Liquidated  Damages.","37724942-2d2f-489b-a5ae-d5abe16c4602","0.5700688362121582"
"10A.4.1  AP Delay Liquidated  Damages.","37724942-2d2f-489b-a5ae-d5abe16c4602","0.5684255957603455"
"10A.4 .. 3 General Provisions  in Respect of Delay Liquidated  Damages.","6f17f9f1-138b-4386-b276-a408134ad985","0.6195834875106812"
"10A.4.2  Milestone  Delay Liquidated  Damages.","6f17f9f1-138b-4386-b276-a408134ad985","0.5700688362121582"
"10A.4.1  AP Delay Liquidated  Damages.","6f17f9f1-138b-4386-b276-a408134ad985","0.5684255957603455"
"10A.4 .. 3 General Provisions  in Respect of Delay Liquidated  Damages.","0d08b9d3-780e-422a-9bba-bc83414a2596","0.6195834875106812"
"10A.4.2  Milestone  Delay Liquidated  Damages.","0d08b9d3-780e-422a-9bba-bc83414a2596","0.5700688362121582"
"10A.4.1  AP Delay Liquidated  Damages.","0d08b9d3-780e-422a-9bba-bc83414a2596","0.5684255957603455"
"10A.4 .. 3 General Provisions  in Respect of Delay Liquidated  Damages.","7b8feca3-58d6-4934-84de-abb84a49a2d4","0.6195834875106812"
"10A.4.2  Milestone  Delay Liquidated  Damages.","7b8feca3-58d6-4934-84de-abb84a49a2d4","0.5700688362121582"
"10A.4.1  AP Delay Liquidated  Damages.","7b8feca3-58d6-4934-84de-abb84a49a2d4","0.5684255957603455"
"VII. SAFETY: ACCIDENT PREVENTION","8ab8499d-07d0-4edf-abcc-d5e96fa01c12","0.64247727394104"
"6.11.2 Security and Incident Response.","8ab8499d-07d0-4edf-abcc-d5e96fa01c12","0.6103242635726929"
"16. Contractor Tools and Equipment","8ab8499d-07d0-4edf-abcc-d5e96fa01c12","0.5790882110595703"
"V. CONTRACT  WORK  HOURS  AND SAFETY STANDARDS  ACT","fbfb5b50-f0fb-4886-90e5-0d7520c00368","0.5462742447853088"
"VII. SAFETY: ACCIDENT PREVENTION","fbfb5b50-f0fb-4886-90e5-0d7520c00368","0.5271691083908081"
"3.  Payrolls and basic records","fbfb5b50-f0fb-4886-90e5-0d7520c00368","0.5169801712036133"
"5.2A.2 Correction  of Defects and Latent  Defects.","47e697c3-dd55-4bff-bbbe-b3caa8aebf2e","0.6631460189819336"
"19.2.5 Damages;  Offset.","47e697c3-dd55-4bff-bbbe-b3caa8aebf2e","0.6257326006889343"
"15.7.8 Change in Law.","47e697c3-dd55-4bff-bbbe-b3caa8aebf2e","0.6121307611465454"
"10A.4 .. 3 General Provisions  in Respect of Delay Liquidated  Damages.","2b074732-b22a-4588-8bfd-edad303667b5","0.6195834875106812"
"10A.4.2  Milestone  Delay Liquidated  Damages.","2b074732-b22a-4588-8bfd-edad303667b5","0.5700688362121582"
"10A.4.1  AP Delay Liquidated  Damages.","2b074732-b22a-4588-8bfd-edad303667b5","0.5684255957603455"
"18.1 Developer  Representations and Warranties","d0066877-affb-4cca-bad3-1905a178343e","0.5003141164779663"
"18.1.4 (Not Used)","d0066877-affb-4cca-bad3-1905a178343e","0.49914056062698364"
"5.3.1 Conditions  to lssu~nce  of NTP1.","d0066877-affb-4cca-bad3-1905a178343e","0.4883101284503937"
"EXHIBIT  2-E","fca7791a-a55c-46c6-8765-4ae22f641bbf","0.5101782083511353"
"Project Debt Termination  Amount means:","fca7791a-a55c-46c6-8765-4ae22f641bbf","0.44939857721328735"
"EXHIBIT 2-F","fca7791a-a55c-46c6-8765-4ae22f641bbf","0.4452739357948303"
"REQUIRED  CONTRACT  PROVISIONS","ed728c57-8b8f-4e8c-b1ac-2ce50c391065","0.5332497954368591"
"19.1.4 Limitation on Liquidated Damages","4407fb6e-eb92-45e5-b11d-8ddc59eb3160","0.6443039178848267"
"19.1.2 Amount","4407fb6e-eb92-45e5-b11d-8ddc59eb3160","0.6348666548728943"
"19.1 LIQUIDATED DAMAGES","4407fb6e-eb92-45e5-b11d-8ddc59eb3160","0.6102467775344849"
"19.1.4 Limitation on Liquidated Damages","9442b801-b101-42a8-8ac3-61b780de865c","0.6443039178848267"
"19.1.2 Amount","9442b801-b101-42a8-8ac3-61b780de865c","0.6348666548728943"
"19.1 LIQUIDATED DAMAGES","9442b801-b101-42a8-8ac3-61b780de865c","0.6102467775344849"
"19.1.4 Limitation on Liquidated Damages","cfe525ee-e982-4a98-88cf-1d4ea1d7ea0c","0.5998498797416687"
"19.1.2 Amount","cfe525ee-e982-4a98-88cf-1d4ea1d7ea0c","0.5716179609298706"
"19.1.3 Payment","cfe525ee-e982-4a98-88cf-1d4ea1d7ea0c","0.5665209293365479"
"SECTION 27. MISCELLANEOUS","47056fb3-5bd9-4728-8a67-706ec7763523","0.41627073287963867"
"SECTION 8 UTILITIES","47056fb3-5bd9-4728-8a67-706ec7763523","0.4142596125602722"
"SECTION 21. MILESTONES; EARLY OPENING FOR OPERATION","47056fb3-5bd9-4728-8a67-706ec7763523","0.3978295922279358"
"COMMUTER RAIL OPERATOR:","29b74d67-8439-4103-9682-cf2c4499de12","0.35082507133483887"
"21.4 MILESTONE 4B","29b74d67-8439-4103-9682-cf2c4499de12","0.34766289591789246"
"21.3 MILESTONE 4A","29b74d67-8439-4103-9682-cf2c4499de12","0.3470569849014282"
"2.8.4 Shop and Working Drawings","af473954-7081-4658-88d2-94114077a384","0.5406208634376526"
"5.2 FAILURE TO IMPLEMENT ALTERNATIVE TECHNICAL CONCEPTS","af473954-7081-4658-88d2-94114077a384","0.5212608575820923"
"15.4.5 Negotiation of CO Request; MBTA Determination","af473954-7081-4658-88d2-94114077a384","0.5165625810623169"
"2.8.2 General Procedures","af473954-7081-4658-88d2-94114077a384","0.5099623799324036"
"Material:","ed728c57-8b8f-4e8c-b1ac-2ce50c391065","0.514242947101593"
"Construction and Material Requirements:","ed728c57-8b8f-4e8c-b1ac-2ce50c391065","0.5040105581283569"
"Funding Agreement means:","575ecd60-e253-40ff-ba8b-2640799b3fcd","0.6011942028999329"
"THE CONDITION OF THE FOREGOING OBLIGATION IS SUCH THAT:","575ecd60-e253-40ff-ba8b-2640799b3fcd","0.5961026549339294"
"17.2.1  Design and Construction Security Requirements","575ecd60-e253-40ff-ba8b-2640799b3fcd","0.5929617881774902"
"THE CONDITION  OF THE FOREGOING  OBLIGATION  IS SUCH THAT:","575ecd60-e253-40ff-ba8b-2640799b3fcd","0.5882043838500977"
"REQUIRED  CONTRACT  PROVISIONS","39d54ede-a2b7-4f27-9c2b-63a88e895fe1","0.5456366539001465"
"VII. SAFETY: ACCIDENT PREVENTION","39d54ede-a2b7-4f27-9c2b-63a88e895fe1","0.5304145812988281"
"10. Certification  of eligibility.","39d54ede-a2b7-4f27-9c2b-63a88e895fe1","0.5297458171844482"
"d. Apprentices e.nd Trainees (progrnms of the u.s, DOT),","ae709228-e4c6-45cd-a000-1a8f77be3e0a","0.5698015689849854"
"15.7.4 Flood  Event.","da755915-ea6c-44a2-bda1-4727080edbeb","0.6562098264694214"
"19.5 Partnering.","ae709228-e4c6-45cd-a000-1a8f77be3e0a","0.568158745765686"
"DEFAULT; REMEDIES; DISPUTE RESOLUTION","ae709228-e4c6-45cd-a000-1a8f77be3e0a","0.556416928768158"
"23.1 Maintenance and Inspection of Records","ae709228-e4c6-45cd-a000-1a8f77be3e0a","0.5522701740264893"
"1.5.2.4 Recovery Schedule","b1d48e3c-c28d-4de8-83f0-641ff1f1c19a","0.5998176336288452"
"22.4.1.1 Maintenance Plans and Schedules","b1d48e3c-c28d-4de8-83f0-641ff1f1c19a","0.5869312286376953"
"2.  Resources:","b1d48e3c-c28d-4de8-83f0-641ff1f1c19a","0.5793116688728333"
"1.5.2.1.1 Project Baseline Schedule","2d2b09e5-4c85-4239-8de5-25892088419a","0.6131436824798584"
"5.7 Schedule, Project Schedule Deadlines and Notices to Proceed","2d2b09e5-4c85-4239-8de5-25892088419a","0.5974467396736145"
"""Key Submittal"" means:","2d2b09e5-4c85-4239-8de5-25892088419a","0.592153012752533"
"INSURANCE COVERAGE REQUIREMENTS","cab17b3f-2e84-483d-bbed-c21cedd056b3","0.615412712097168"
